BusinessUnit,LineNumber,EntryTime,EntryDate,BatchQty,BuyerName,ProductType,StyleSubCat,PoNumber,GarmentsNumber,OperatorId,MachineId,UserID,DefectName,DefectCount,Color,DefectPos,SMV,Size,TabId,StyleCat,DefectID,ModuleName
Unit-3,Line-3,7:49:22,17/02/2021,5,M&S,NULL,KC.5022L BLACK Lace HL,2011832678,5.05E+23,0,0,50515,na,0,Black,na,2.72,16,1687FB50B627434C81D985F827F0ECBC,na,NULL,NULL
Unit-3,Line-3,7:49:22,17/02/2021,5,M&S,NULL,KC.5022L BLACK Lace HL,2011832678,5.05152E+23,0,0,50515,na,0,Black,na,2.72,16,1687FB50B627434C81D985F827F0ECBC,na,NULL,NULL
Unit-3,Line-3,7:49:22,17/02/2021,5,M&S,NULL,KC.5022L BLACK Lace HL,2011832678,5.05152E+23,0,0,50515,na,0,Black,na,2.72,16,1687FB50B627434C81D985F827F0ECBC,na,NULL,NULL
Unit-3,Line-3,7:49:22,17/02/2021,5,M&S,NULL,KC.5022L BLACK Lace HL,2011832678,5.05152E+23,0,0,50515,na,0,Black,na,2.72,16,1687FB50B627434C81D985F827F0ECBC,na,NULL,NULL
Unit-3,Line-3,7:49:22,17/02/2021,5,M&S,NULL,KC.5022L BLACK Lace HL,2011832678,5.05152E+23,0,0,50515,na,0,Black,na,2.72,16,1687FB50B627434C81D985F827F0ECBC,na,NULL,NULL
Unit-3,Line-7,7:58:29,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,High Low,1,SU21 T61 KPKS Core Mono Zebra,Leg,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:58:59,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:58:59,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:58:59,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:58:59,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:58:59,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:58:59,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:58:59,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:58:59,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:58:59,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:58:59,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:00,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:01,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:01,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-7,7:59:01,17/02/2021,45,M&S,NULL,KC-5024L-HILEG,2011834656,7.35317E+22,0,0,7353,na,0,SU21 T61 KPKS Core Mono Zebra,na,0,18,21C1EFAF56584D7CB95B2E9659E20E00,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:46,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:05:47,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,4.77242E+23,0,0,47724,na,0,Pink,na,0,0,2244E4D992C84B8892362719D1F36EEC,na,NULL,NULL
Unit-3,Line-1,8:07:39,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,3.57252E+23,0,0,35725,na,0,Pink,na,0,0,B5B257C050E841628A344D8024F2E2C9,na,NULL,NULL
Unit-3,Line-1,8:07:39,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,3.57252E+23,0,0,35725,na,0,Pink,na,0,0,B5B257C050E841628A344D8024F2E2C9,na,NULL,NULL
Unit-3,Line-1,8:07:39,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,3.57252E+23,0,0,35725,na,0,Pink,na,0,0,B5B257C050E841628A344D8024F2E2C9,na,NULL,NULL
Unit-3,Line-1,8:07:39,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,3.57252E+23,0,0,35725,na,0,Pink,na,0,0,B5B257C050E841628A344D8024F2E2C9,na,NULL,NULL
Unit-3,Line-1,8:07:39,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,3.57252E+23,0,0,35725,na,0,Pink,na,0,0,B5B257C050E841628A344D8024F2E2C9,na,NULL,NULL
Unit-3,Line-1,8:07:39,17/02/2021,35,M&S,NULL,KC.MS-T61-5023S-SHRT-PINK-SU21,2011834652,3.57252E+23,0,0,35725,na,0,Pink,na,0,0,B5B257C050E841628A344D8024F2E2C9,na,NULL,NULL
